Model,Combination,VidID,Set,CCC
B2-Trans,AL,164_5,Train,0.09693859064183377
B2-Trans,AL,167_1,Train,-0.012027742001568835
B2-Trans,AL,167_2,Train,-0.006067382383568995
B2-Trans,AL,169_2,Train,-0.040296664239984
B2-Trans,AL,169_4,Train,0.09268702193388793
B2-Trans,AL,171_1,Train,0.014556710155910913
B2-Trans,AL,171_2,Train,-0.0011006040629313962
B2-Trans,AL,171_3,Train,0.00864561459304601
B2-Trans,AL,171_4,Train,-0.005489703244151455
B2-Trans,AL,171_5,Train,0.04450632571915295
B2-Trans,AL,171_6,Train,-0.0013160164987027962
B2-Trans,AL,172_1,Train,-0.003976005655195618
B2-Trans,AL,172_2,Train,0.005006561978060576
B2-Trans,AL,172_3,Train,-0.032397266816346644
B2-Trans,AL,172_4,Train,-0.002497223527580884
B2-Trans,AL,172_5,Train,-0.0006278270784775373
B2-Trans,AL,174_1,Train,-0.037239747470716414
B2-Trans,AL,174_2,Train,-0.008410539086537503
B2-Trans,AL,174_3,Train,0.16659717472534882
B2-Trans,AL,174_5,Train,0.0243776726315566
B2-Trans,AL,174_6,Train,0.0010814757815020763
B2-Trans,AL,174_7,Train,-0.009121003893912055
B2-Trans,AL,178_1,Train,-0.009139095309420035
B2-Trans,AL,178_2,Train,-0.010584874715098492
B2-Trans,AL,178_4,Train,0.022059433998506652
B2-Trans,AL,178_5,Train,0.004960786717105688
B2-Trans,AL,178_6,Train,0.0054987046148712556
B2-Trans,AL,179_1,Train,0.004606674696046237
B2-Trans,AL,179_3,Train,0.005439236291086741
B2-Trans,AL,179_4,Train,-0.0028005783691025664
B2-Trans,AL,179_5,Train,-0.0014618754134434696
B2-Trans,AL,179_6,Train,0.012369031701611544
B2-Trans,AL,180_1,Train,-0.002740543787864695
B2-Trans,AL,180_2,Train,-0.010779318772739006
B2-Trans,AL,180_3,Train,0.07925187914400876
B2-Trans,AL,180_4,Train,-0.0033786010137955647
B2-Trans,AL,180_5,Train,-0.06606419537795558
B2-Trans,AL,180_6,Train,-0.0019693465331876736
B2-Trans,AL,115_2,Valid,-0.005288908516669638
B2-Trans,AL,115_3,Valid,-0.003051502512032469
B2-Trans,AL,115_5,Valid,-0.0014627084976774445
B2-Trans,AL,115_6,Valid,0.01187190815900727
B2-Trans,AL,117_1,Valid,0.12095097866843489
B2-Trans,AL,117_2,Valid,-0.015074832768886525
B2-Trans,AL,117_3,Valid,0.016131610867031486
B2-Trans,AL,117_4,Valid,-0.0018286595876992454
B2-Trans,AL,117_5,Valid,-0.0019409324246949396
B2-Trans,AL,117_6,Valid,-0.0018617423708156343
B2-Trans,AL,124_1,Valid,0.004946439602396137
B2-Trans,AL,124_2,Valid,-0.030958059263898337
B2-Trans,AL,124_3,Valid,0.015610468393203005
B2-Trans,AL,124_6,Valid,0.012190505019475576
B2-Trans,AL,128_2,Valid,-0.004414020331774863
B2-Trans,AL,128_5,Valid,0.0037406346799516432
B2-Trans,AL,128_6,Valid,-0.007956008757357526
B2-Trans,AL,131_1,Valid,0.03296804917008972
B2-Trans,AL,131_2,Valid,-0.0026287959215105837
B2-Trans,AL,131_3,Valid,-0.007181956185727616
B2-Trans,AL,131_5,Valid,0.002561288335880196
B2-Trans,AL,131_6,Valid,0.002594118542906609
B2-Trans,AL,137_1,Valid,0.005127629910816198
B2-Trans,AL,137_2,Valid,0.006437398318889285
B2-Trans,AL,137_4,Valid,0.0062612594997512785
B2-Trans,AL,137_5,Valid,-1.676198565013327e-05
B2-Trans,AL,137_6,Valid,0.020083262454385124
B2-Trans,AL,149_3,Valid,0.027570088774053994
B2-Trans,AL,149_6,Valid,0.0030607171523560207
B2-Trans,AL,170_2,Valid,-0.0012742393690396863
B2-Trans,AL,170_7,Valid,0.046073056849223276
B2-Trans,AL,173_1,Valid,0.049584206726717116
B2-Trans,AL,173_3,Valid,-0.05546886485923708
B2-Trans,AL,173_4,Valid,-0.0027684559730260495
B2-Trans,AL,173_6,Valid,0.0059754973840801025
B2-Trans,AL,181_1,Valid,-0.0033180096391896207
B2-Trans,AL,181_2,Valid,-0.04013536167584403
B2-Trans,AL,181_3,Valid,0.02792160478059382
B2-Trans,AL,181_4,Valid,0.006614713313259133
B2-Trans,AL,181_6,Valid,0.00938865016948931
B2-Trans,AL,112_1,Test,-0.002915414264433482
