Model,Combination,VidID,Set,CCC
B1-LSTM,A,173_1,Valid,-0.0964450029861532
B1-LSTM,A,173_3,Valid,-0.19095339157594213
B1-LSTM,A,173_4,Valid,-0.19336456913984904
B1-LSTM,A,173_6,Valid,0.35381030456768997
B1-LSTM,A,181_1,Valid,0.13309407308449164
B1-LSTM,A,181_2,Valid,0.8452023338363829
B1-LSTM,A,181_3,Valid,0.3166420940420959
B1-LSTM,A,181_4,Valid,-0.11692939862748829
B1-LSTM,A,181_6,Valid,-0.09822237600629448
B1-LSTM,A,112_1,Test,0.3821498336557847
B1-LSTM,A,112_2,Test,-0.07323273819105534
B1-LSTM,A,112_3,Test,-0.6134608576890969
B1-LSTM,A,116_1,Test,0.12331312882493577
B1-LSTM,A,116_2,Test,-0.09225109638851256
B1-LSTM,A,116_3,Test,-0.25294206174437533
B1-LSTM,A,116_4,Test,-0.11830575145454328
B1-LSTM,A,116_5,Test,0.42085290473795317
B1-LSTM,A,116_6,Test,0.026871893049545063
B1-LSTM,A,123_1,Test,0.0036370513877905983
B1-LSTM,A,123_2,Test,-0.13179165262089224
B1-LSTM,A,123_3,Test,0.17195700981356454
B1-LSTM,A,123_4,Test,-0.06442269450312255
B1-LSTM,A,123_5,Test,-0.15660469198918334
B1-LSTM,A,127_2,Test,0.2511635228677094
B1-LSTM,A,127_3,Test,0.3643819926495587
B1-LSTM,A,127_4,Test,0.6606625424205032
B1-LSTM,A,127_5,Test,-0.3372079771703439
B1-LSTM,A,127_6,Test,0.20385315113873487
B1-LSTM,A,134_1,Test,0.18719958424744731
B1-LSTM,A,134_3,Test,-0.02757248093843537
B1-LSTM,A,145_1,Test,0.12104090097256051
B1-LSTM,A,145_2,Test,0.01488613983136475
B1-LSTM,A,145_3,Test,-0.39788245043841514
B1-LSTM,A,145_4,Test,0.16042373745109512
B1-LSTM,A,154_1,Test,0.29580685835584036
B1-LSTM,A,154_4,Test,0.7946837354268702
B1-LSTM,A,154_6,Test,0.8260810046073723
B1-LSTM,A,161_1,Test,-0.1062907450868607
B1-LSTM,A,161_3,Test,-0.051451876865713994
B1-LSTM,A,161_4,Test,-0.08429967281499084
B1-LSTM,A,165_1,Test,-0.07518769134033014
B1-LSTM,A,165_2,Test,0.33811492830351
B1-LSTM,A,165_3,Test,0.40581653602203804
B1-LSTM,A,165_4,Test,-0.5840309743276659
B1-LSTM,A,165_5,Test,0.015082445420991316
B1-LSTM,A,165_6,Test,-0.09404833503268843
B1-LSTM,A,165_7,Test,0.5930375656762703
B1-LSTM,A,168_1,Test,0.3572653966112353
B1-LSTM,AL,111_1,Train,0.7870108813585334
B1-LSTM,AL,111_3,Train,0.6020946802805264
B1-LSTM,AL,111_4,Train,0.5763194337986082
B1-LSTM,AL,113_2,Train,0.5311574281150996
B1-LSTM,AL,113_3,Train,0.6927173746057091
B1-LSTM,AL,113_4,Train,0.6207446532204038
B1-LSTM,AL,113_5,Train,0.7268603901844165
B1-LSTM,AL,113_6,Train,0.8423980079377105
B1-LSTM,AL,114_1,Train,0.8012897533196672
B1-LSTM,AL,114_4,Train,0.5467715027549297
B1-LSTM,AL,114_5,Train,0.6898400389353299
B1-LSTM,AL,114_6,Train,0.8765724457878223
B1-LSTM,AL,118_1,Train,0.8364483919024673
B1-LSTM,AL,118_3,Train,0.5857276638412163
B1-LSTM,AL,118_4,Train,0.4382293446256649
B1-LSTM,AL,118_5,Train,0.5310080991479764
B1-LSTM,AL,118_6,Train,0.6923714600216793
B1-LSTM,AL,119_2,Train,0.586486766245233
B1-LSTM,AL,119_4,Train,-0.09519496963225349
B1-LSTM,AL,119_6,Train,0.9132886387193689
B1-LSTM,AL,120_1,Train,0.40622687803707813
B1-LSTM,AL,120_2,Train,0.40115267211552474
B1-LSTM,AL,120_3,Train,0.8559072498530726
B1-LSTM,AL,120_4,Train,0.5188892805807427
B1-LSTM,AL,121_1,Train,0.6644029240750926
B1-LSTM,AL,121_3,Train,0.657590714700036
B1-LSTM,AL,121_5,Train,0.27438302648034396
B1-LSTM,AL,121_6,Train,0.74526056238076
B1-LSTM,AL,129_1,Train,0.25833921331338544
B1-LSTM,AL,129_2,Train,0.8910636679786057
B1-LSTM,AL,129_3,Train,0.8592686120840869
B1-LSTM,AL,129_4,Train,0.6589555625395485
B1-LSTM,AL,129_5,Train,0.47273282017343243
B1-LSTM,AL,129_6,Train,0.8660569035179703
B1-LSTM,AL,129_7,Train,0.5112395314508107
B1-LSTM,AL,130_1,Train,0.5156855456663808
B1-LSTM,AL,130_2,Train,0.6899577900352706
B1-LSTM,AL,130_4,Train,0.7366541260173245
B1-LSTM,AL,130_6,Train,-0.059566138253444756
B1-LSTM,AL,135_3,Train,0.9328206761533685
B1-LSTM,AL,141_1,Train,0.3495724381165045
B1-LSTM,AL,141_6,Train,-0.1594288694478992
B1-LSTM,AL,142_1,Train,0.41023872672538053
B1-LSTM,AL,142_2,Train,0.8186580514806285
B1-LSTM,AL,142_3,Train,0.4657418236324968
B1-LSTM,AL,143_3,Train,0.15533342682085272
B1-LSTM,AL,143_5,Train,0.6812995796573361
B1-LSTM,AL,144_1,Train,0.7275774009019711
B1-LSTM,AL,144_3,Train,0.68366684768342
B1-LSTM,AL,147_1,Train,0.21534852897301185
B1-LSTM,AL,147_2,Train,0.5461261423977377
B1-LSTM,AL,147_3,Train,0.11810066267788825
B1-LSTM,AL,147_4,Train,0.46644012696712084
B1-LSTM,AL,147_5,Train,0.43670462486084083
B1-LSTM,AL,151_2,Train,0.6463337940406937
B1-LSTM,AL,151_6,Train,0.9428934375340992
B1-LSTM,AL,153_1,Train,0.832306622481543
B1-LSTM,AL,153_2,Train,0.0595215612802796
B1-LSTM,AL,153_3,Train,0.2989720099806623
B1-LSTM,AL,153_4,Train,0.738745120158431
B1-LSTM,AL,153_5,Train,0.4009870544166728
B1-LSTM,AL,153_6,Train,0.5561030650347576
B1-LSTM,AL,156_1,Train,0.7427061827652504
B1-LSTM,AL,156_2,Train,0.819584003131944
B1-LSTM,AL,156_3,Train,0.7092915508025331
B1-LSTM,AL,156_6,Train,0.22127512961081708
B1-LSTM,AL,162_2,Train,0.8138291728694149
B1-LSTM,AL,162_3,Train,0.4627785780360608
B1-LSTM,AL,162_4,Train,0.7235331300948586
B1-LSTM,AL,162_5,Train,0.7593397898130582
B1-LSTM,AL,162_6,Train,0.6814503395392656
B1-LSTM,AL,163_1,Train,-0.14691864412676292
B1-LSTM,AL,163_2,Train,0.9177100902457401
B1-LSTM,AL,163_5,Train,0.5908260852330003
B1-LSTM,AL,164_3,Train,0.5571455097624831
B1-LSTM,AL,164_4,Train,0.34152273727783067
B1-LSTM,AL,164_5,Train,0.4820441251008259
B1-LSTM,AL,167_1,Train,0.7375338339135652
B1-LSTM,AL,167_2,Train,0.6038097099748213
B1-LSTM,AL,169_2,Train,0.7782884985219806
B1-LSTM,AL,169_4,Train,0.820612042796324
B1-LSTM,AL,171_1,Train,0.8860450354855517
B1-LSTM,AL,171_2,Train,0.5679720655915667
B1-LSTM,AL,171_3,Train,0.5287798655612281
B1-LSTM,AL,171_4,Train,0.6668355816989692
B1-LSTM,AL,171_5,Train,0.7586432865917391
B1-LSTM,AL,171_6,Train,0.6547028483913723
B1-LSTM,AL,172_1,Train,0.7719413383904797
B1-LSTM,AL,172_2,Train,0.635899169624673
B1-LSTM,AL,172_3,Train,0.8611665320890313
B1-LSTM,AL,172_4,Train,0.8788992405365732
B1-LSTM,AL,172_5,Train,0.6509970215128135
B1-LSTM,AL,174_1,Train,0.4780398279163847
B1-LSTM,AL,174_2,Train,-0.10854025071038789
B1-LSTM,AL,174_3,Train,0.400607454303204
B1-LSTM,AL,174_5,Train,0.7576980579863919
B1-LSTM,AL,174_6,Train,0.8013533080442845
B1-LSTM,AL,174_7,Train,0.6246812574915479
B1-LSTM,AL,178_1,Train,0.3447137830169293
B1-LSTM,AL,178_2,Train,0.49757938698440934
B1-LSTM,AL,178_4,Train,0.9137645033638547
B1-LSTM,AL,178_5,Train,0.7666674231494865
B1-LSTM,AL,178_6,Train,0.11128922402785008
B1-LSTM,AL,179_1,Train,0.9479428210460747
B1-LSTM,AL,179_3,Train,0.9002346796960898
B1-LSTM,AL,179_4,Train,0.9481172249111293
B1-LSTM,AL,179_5,Train,0.7857822071943208
B1-LSTM,AL,179_6,Train,0.8529246554574672
B1-LSTM,AL,180_1,Train,0.808782937773746
B1-LSTM,AL,180_2,Train,0.6320172473468728
B1-LSTM,AL,180_3,Train,0.8095033559306268
B1-LSTM,AL,180_4,Train,0.16538629605047075
B1-LSTM,AL,180_5,Train,0.3591630813523942
B1-LSTM,AL,180_6,Train,0.7296420320697662
B1-LSTM,AL,115_2,Valid,-0.09022103526789065
B1-LSTM,AL,115_3,Valid,0.0972914532505499
B1-LSTM,AL,115_5,Valid,-0.5495239787557615
B1-LSTM,AL,115_6,Valid,0.24167625028350448
B1-LSTM,AL,117_1,Valid,0.22236121446568535
B1-LSTM,AL,117_2,Valid,0.3546958656971449
B1-LSTM,AL,117_3,Valid,0.09450205143039243
B1-LSTM,AL,117_4,Valid,-0.23347887245148716
B1-LSTM,AL,117_5,Valid,0.661164383264374
B1-LSTM,AL,117_6,Valid,-0.23557668662288767
B1-LSTM,AL,124_1,Valid,0.013440193794721571
B1-LSTM,AL,124_2,Valid,0.3140908549521269
B1-LSTM,AL,124_3,Valid,-0.10573270448583466
B1-LSTM,AL,124_6,Valid,-0.011754197832846293
B1-LSTM,AL,128_2,Valid,0.425373474467151
B1-LSTM,AL,128_5,Valid,0.19973875394642165
B1-LSTM,AL,128_6,Valid,0.13152851431440013
B1-LSTM,AL,131_1,Valid,0.13643483636166595
B1-LSTM,AL,131_2,Valid,-0.0520429200002744
B1-LSTM,AL,131_3,Valid,0.8358736807860031
B1-LSTM,AL,131_5,Valid,0.9463795351870261
B1-LSTM,AL,131_6,Valid,-0.09990472292883834
B1-LSTM,AL,137_1,Valid,0.5286536948486896
B1-LSTM,AL,137_2,Valid,0.8258477925492445
B1-LSTM,AL,137_4,Valid,0.04191760347557821
B1-LSTM,AL,137_5,Valid,0.04925176352789167
B1-LSTM,AL,137_6,Valid,0.16277262958457842
B1-LSTM,AL,149_3,Valid,0.2853230385326403
B1-LSTM,AL,149_6,Valid,-0.020063128933405873
B1-LSTM,AL,170_2,Valid,0.37926512140789925
B1-LSTM,AL,170_7,Valid,-0.09817712896336729
B1-LSTM,AL,173_1,Valid,-0.07801553424055785
B1-LSTM,AL,173_3,Valid,0.031807439765418485
B1-LSTM,AL,173_4,Valid,-0.6559980213899849
B1-LSTM,AL,173_6,Valid,0.9366538773322085
B1-LSTM,AL,181_1,Valid,-0.04340574406825108
B1-LSTM,AL,181_2,Valid,0.5047124064951573
B1-LSTM,AL,181_3,Valid,0.76499099396241
B1-LSTM,AL,181_4,Valid,-0.11723836837698211
B1-LSTM,AL,181_6,Valid,-0.08286424115980615
B1-LSTM,AL,112_1,Test,0.7776575316352077
B1-LSTM,AL,112_2,Test,0.3023648417163716
B1-LSTM,AL,112_3,Test,-0.2837851680573694
B1-LSTM,AL,116_1,Test,0.4055233312503513
B1-LSTM,AL,116_2,Test,0.5813944061994207
B1-LSTM,AL,116_3,Test,-0.1526333518448433
B1-LSTM,AL,116_4,Test,-0.07440308226390852
B1-LSTM,AL,116_5,Test,0.6432983668863722
B1-LSTM,AL,116_6,Test,0.09906368370728227
B1-LSTM,AL,123_1,Test,-0.12369182369114247
B1-LSTM,AL,123_2,Test,0.025423075146747288
B1-LSTM,AL,123_3,Test,-0.1614312063507005
B1-LSTM,AL,123_4,Test,0.10174516616826072
B1-LSTM,AL,123_5,Test,0.6071192482654909
B1-LSTM,AL,127_2,Test,0.7439669583840155
B1-LSTM,AL,127_3,Test,-0.3453975869765488
B1-LSTM,AL,127_4,Test,0.6201987678809913
B1-LSTM,AL,127_5,Test,0.25724699028715514
B1-LSTM,AL,127_6,Test,0.5122869298466703
B1-LSTM,AL,134_1,Test,0.3537783670896359
B1-LSTM,AL,134_3,Test,-0.07877490264846883
B1-LSTM,AL,145_1,Test,0.15462966744773482
B1-LSTM,AL,145_2,Test,0.11369774523050749
B1-LSTM,AL,145_3,Test,-0.26268130886315244
B1-LSTM,AL,145_4,Test,0.21335604598446462
B1-LSTM,AL,154_1,Test,-0.13471646528479703
B1-LSTM,AL,154_4,Test,0.5922037167956908
B1-LSTM,AL,154_6,Test,0.31741338331695707
B1-LSTM,AL,161_1,Test,-0.06726413391440393
B1-LSTM,AL,161_3,Test,0.054564950514462814
B1-LSTM,AL,161_4,Test,-0.0787336262205802
B1-LSTM,AL,165_1,Test,-0.08019438090590168
B1-LSTM,AL,165_2,Test,0.43004817371529447
B1-LSTM,AL,165_3,Test,-0.13814067775053437
B1-LSTM,AL,165_4,Test,-0.4079217818651431
B1-LSTM,AL,165_5,Test,0.00976518457054834
B1-LSTM,AL,165_6,Test,0.4611423786581434
B1-LSTM,AL,165_7,Test,0.7887052255238142
B1-LSTM,AL,168_1,Test,0.0031293258493608387
B1-LSTM,L,111_1,Train,0.9526810608705694
B1-LSTM,L,111_3,Train,0.8290219998594974
B1-LSTM,L,111_4,Train,0.8014404100979184
B1-LSTM,L,113_2,Train,0.9597016696858807
B1-LSTM,L,113_3,Train,0.6408988816267353
B1-LSTM,L,113_4,Train,0.9260971445907734
B1-LSTM,L,113_5,Train,0.8244298783924053
B1-LSTM,L,113_6,Train,0.5076413010429739
B1-LSTM,L,114_1,Train,0.9595056873060548
B1-LSTM,L,114_4,Train,0.7464000961008257
B1-LSTM,L,114_5,Train,0.8113890465037459
B1-LSTM,L,114_6,Train,0.6337560297589713
B1-LSTM,L,118_1,Train,0.8129985468864094
B1-LSTM,L,118_3,Train,0.6693131021417064
B1-LSTM,L,118_4,Train,0.22577665040469186
B1-LSTM,L,118_5,Train,0.298587497397606
B1-LSTM,L,118_6,Train,0.2762475856726344
B1-LSTM,L,119_2,Train,0.5283092648068679
B1-LSTM,L,119_4,Train,0.898010232496136
B1-LSTM,L,119_6,Train,0.9129238761011221
B1-LSTM,L,120_1,Train,0.9079206262661701
B1-LSTM,L,120_2,Train,0.8449911523416499
B1-LSTM,L,120_3,Train,0.9709334383049287
B1-LSTM,L,120_4,Train,0.3283943467918985
B1-LSTM,L,121_1,Train,0.4302222030694861
B1-LSTM,L,121_3,Train,0.731610108758589
B1-LSTM,L,121_5,Train,0.1402469935347964
B1-LSTM,L,121_6,Train,0.6038743463197087
B1-LSTM,L,129_1,Train,0.8936758815747883
B1-LSTM,L,129_2,Train,0.9091224842281876
B1-LSTM,L,129_3,Train,0.97281342061885
B1-LSTM,L,129_4,Train,0.5868716710393171
B1-LSTM,L,129_5,Train,0.1556443511595297
B1-LSTM,L,129_6,Train,0.8232952596692173
B1-LSTM,L,129_7,Train,0.9320256348410152
B1-LSTM,L,130_1,Train,0.6529596604513623
B1-LSTM,L,130_2,Train,0.7608886592252049
B1-LSTM,L,130_4,Train,0.937508148327598
B1-LSTM,L,130_6,Train,0.4902529031062736
B1-LSTM,L,135_3,Train,0.7904478546512326
B1-LSTM,L,141_1,Train,0.10229968224929901
B1-LSTM,L,141_6,Train,0.26687508822916733
B1-LSTM,L,142_1,Train,0.49848882445296183
B1-LSTM,L,142_2,Train,0.4500853665751141
B1-LSTM,L,142_3,Train,0.13245619966557046
B1-LSTM,L,143_3,Train,0.2836203004088795
B1-LSTM,L,143_5,Train,0.3074486701202453
B1-LSTM,L,144_1,Train,0.7402850556184458
B1-LSTM,L,144_3,Train,0.9409805869006004
B1-LSTM,L,147_1,Train,0.11303310873556542
B1-LSTM,L,147_2,Train,0.6458511409110311
B1-LSTM,L,147_3,Train,0.5037219515858382
B1-LSTM,L,147_4,Train,0.7335173169128987
B1-LSTM,L,147_5,Train,0.8980199163929655
B1-LSTM,L,151_2,Train,0.4787900300894478
B1-LSTM,L,151_6,Train,0.3835948886439933
B1-LSTM,L,153_1,Train,0.40873300464267914
B1-LSTM,L,153_2,Train,0.09865019895145126
B1-LSTM,L,153_3,Train,0.5182838736732844
B1-LSTM,L,153_4,Train,0.7835009924963338
B1-LSTM,L,153_5,Train,0.753798817264013
B1-LSTM,L,153_6,Train,0.3091068906175751
B1-LSTM,L,156_1,Train,0.7819780096652743
B1-LSTM,L,156_2,Train,0.8482725948840121
B1-LSTM,L,156_3,Train,0.9068932615606549
B1-LSTM,L,156_6,Train,0.8326900664404318
B1-LSTM,L,162_2,Train,0.7102320263041441
B1-LSTM,L,162_3,Train,0.9779869048398828
B1-LSTM,L,162_4,Train,0.8667902694085527
B1-LSTM,L,162_5,Train,0.8898257237049562
B1-LSTM,L,162_6,Train,0.8986479037377693
B1-LSTM,L,163_1,Train,0.8560329967703497
B1-LSTM,L,163_2,Train,0.929486174528944
B1-LSTM,L,163_5,Train,0.9712830221286475
B1-LSTM,L,164_3,Train,0.9027689457665042
B1-LSTM,L,164_4,Train,0.299457477670761
B1-LSTM,L,164_5,Train,0.2797983862898467
