Model,Combination,VidID,Set,CCC
B3-MFN,AV,131_3,Valid,0.3715296030409797
B3-MFN,AV,131_5,Valid,0.6133009821657566
B3-MFN,AV,131_6,Valid,-0.06969185160673334
B3-MFN,AV,137_1,Valid,0.43643507852495433
B3-MFN,AV,137_2,Valid,0.8565564666324504
B3-MFN,AV,137_4,Valid,-0.1367671532834733
B3-MFN,AV,137_5,Valid,0.039644275229231286
B3-MFN,AV,137_6,Valid,-0.012469435005561028
B3-MFN,AV,149_3,Valid,0.7633918142051571
B3-MFN,AV,149_6,Valid,0.020354433668213497
B3-MFN,AV,170_2,Valid,-0.06015842122293848
B3-MFN,AV,170_7,Valid,0.14743952487734574
B3-MFN,AV,173_1,Valid,-0.12760081782954397
B3-MFN,AV,173_3,Valid,0.13578781037898754
B3-MFN,AV,173_4,Valid,0.8148869679205126
B3-MFN,AV,173_6,Valid,-0.22765030372532907
B3-MFN,AV,181_1,Valid,0.11802604960065972
B3-MFN,AV,181_2,Valid,0.43443478504637334
B3-MFN,AV,181_3,Valid,0.27267793586917155
B3-MFN,AV,181_4,Valid,0.703713328485475
B3-MFN,AV,181_6,Valid,0.3825984290973303
B3-MFN,AV,112_1,Test,-0.11766245924084617
B3-MFN,AV,112_2,Test,0.6393592391903263
B3-MFN,AV,112_3,Test,0.2718104469944015
B3-MFN,AV,116_1,Test,-0.3869985587061963
B3-MFN,AV,116_2,Test,0.8560264244966687
B3-MFN,AV,116_3,Test,-0.2828262273252642
B3-MFN,AV,116_4,Test,0.7311067730411237
B3-MFN,AV,116_5,Test,-0.0579112924967223
B3-MFN,AV,116_6,Test,-0.11559965359003643
B3-MFN,AV,123_1,Test,-0.045403057629256734
B3-MFN,AV,123_2,Test,-0.05078998329953021
B3-MFN,AV,123_3,Test,0.18016621536559352
B3-MFN,AV,123_4,Test,-0.03029688624426094
B3-MFN,AV,123_5,Test,-0.03444611165328639
B3-MFN,AV,127_2,Test,-0.26043864567861835
B3-MFN,AV,127_3,Test,0.7308072232956406
B3-MFN,AV,127_4,Test,-0.029144647002273222
B3-MFN,AV,127_5,Test,-0.08543421979262861
B3-MFN,AV,127_6,Test,0.1844871998196463
B3-MFN,AV,134_1,Test,-0.1080841830895212
